tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
511145	Escherichia coli str. K-12 substr. MG1655	946396	0	live	cheR	b1884, ECK1885, cheX	chemotaxis protein methyltransferase	chemotaxis protein methyltransferase			NC_000913.3	1968504	1969364	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946254	0	live	xthA	b1749, ECK1747, xth	exodeoxyribonuclease III	exodeoxyribonuclease III			NC_000913.3	1832428	1833234	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	2847699	0	live	ilvG	b4488, ECK3760, b3767, b3768, ilvO	pseudo				NC_000913.3	3950560	3952204	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945540	0	live	nuoL	b2278, ECK2272	NADH:quinone oxidoreductase subunit L	NADH:quinone oxidoreductase subunit L			NC_000913.3	2393205	2395046	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945602	0	live	putP	b1015, ECK1006, putC	proline:Na(+) symporter	proline:Na(+) symporter			NC_000913.3	1079305	1080813	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945745	0	live	hlyE	b1182, ECK1170, clyA, hpr, sheA, ycgD	hemolysin E	hemolysin E			NC_000913.3	1229483	1230394	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947362	0	live	xerD	b2894, ECK2889, xprB	site-specific recombinase	site-specific recombinase			NC_000913.3	3038847	3039743	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944967	0	live	ompX	b0814, ECK0803, ompP, ybiG	outer membrane protein X	outer membrane protein X			NC_000913.3	850450	850965	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947445	0	live	gshB	b2947, ECK2942, gsh-II	glutathione synthetase	glutathione synthetase			NC_000913.3	3091878	3092828	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946529	0	live	sbcB	b2011, ECK2005, cpeA, exoI, rmuA, xonA	exodeoxyribonuclease I	exodeoxyribonuclease I			NC_000913.3	2082756	2084183	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	949065	0	live	rna	b0611, ECK0604, rnsA	RNase I	RNase I			NC_000913.3	644197	645003	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946267	0	live	torA	b0997, ECK0988	trimethylamine N-oxide reductase 1	trimethylamine N-oxide reductase 1			NC_000913.3	1059256	1061802	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945778	0	live	nfsB	b0578, ECK0570, dprA, nfnB, ntr	NAD(P)H nitroreductase NfsB	NAD(P)H nitroreductase NfsB			NC_000913.3	604771	605424	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945098	0	live	hha	b0460, ECK0454	hemolysin expression-modulating protein Hha	hemolysin expression-modulating protein Hha			NC_000913.3	480090	480308	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947299	0	live	mutH	b2831, ECK2827, mutR, prv	DNA mismatch repair protein MutH	DNA mismatch repair protein MutH			NC_000913.3	2969662	2970351	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946367	0	live	eda	b1850, ECK1851, hga, kdgA, kga	KHG/KDPG aldolase	KHG/KDPG aldolase			NC_000913.3	1932115	1932756	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946179	0	live	pykF	b1676, ECK1672	pyruvate kinase I	pyruvate kinase I			NC_000913.3	1755698	1757110	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945795	0	live	narL	b1221, ECK1215, frdR, narR	DNA-binding transcriptional dual regulator NarL	DNA-binding transcriptional dual regulator NarL			NC_000913.3	1275179	1275829	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948692	0	live	rnr	b4179, ECK4175, vacB, yjeC	RNase R	RNase R			NC_000913.3	4406654	4409095	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947130	0	live	stpA	b2669, ECK2663, hnsB	DNA-binding transcriptional repressor StpA with RNA chaperone activity	DNA-binding transcriptional repressor StpA with RNA chaperone activity			NC_000913.3	2798091	2798495	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947253	0	live	pepN	b0932, ECK0923	aminopeptidase N	aminopeptidase N			NC_000913.3	990622	993234	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946451	0	live	fliG	b1939, ECK1937, flaAII.2, flaBII	flagellar motor switch protein FliG	flagellar motor switch protein FliG			NC_000913.3	2014880	2015875	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948667	0	live	frdA	b4154, ECK4150	fumarate reductase flavoprotein subunit	fumarate reductase flavoprotein subunit			NC_000913.3	4380510	4382318	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946470	0	live	dsrA	b1954, ECK1952	ncRNA				NC_000913.3	2025223	2025313	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944834	0	live	aceE	b0114, ECK0113	pyruvate dehydrogenase E1 component	pyruvate dehydrogenase E1 component			NC_000913.3	123017	125680	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945429	0	live	tolB	b0740, ECK0729, lky, lkyA, tol-3	Tol-Pal system periplasmic protein TolB	Tol-Pal system periplasmic protein TolB			NC_000913.3	777740	779032	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947016	0	live	glnB	b2553, ECK2550	nitrogen regulatory protein PII-1	nitrogen regulatory protein PII-1			NC_000913.3	2687070	2687408	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945611	0	live	ndk	b2518, ECK2514	nucleoside diphosphate kinase	nucleoside diphosphate kinase			NC_000913.3	2644433	2644864	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948236	0	live	bglF	b3722, ECK3715, bglS	beta-glucoside specific PTS enzyme II/BglG kinase/BglG phosphatase	beta-glucoside specific PTS enzyme II/BglG kinase/BglG phosphatase			NC_000913.3	3903720	3905597	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948483	0	live	rplA	b3984, ECK3975, rpy	50S ribosomal subunit protein L1	50S ribosomal subunit protein L1			NC_000913.3	4178879	4179583	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948645	0	live	lysU	b4129, ECK4123	lysine--tRNA ligase/Ap4A synthetase/Ap3A synthetase	lysine--tRNA ligase/Ap4A synthetase/Ap3A synthetase			NC_000913.3	4353200	4354717	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945402	0	live	sdhA	b0723, ECK0712, dhsA	succinate:quinone oxidoreductase, FAD binding protein	succinate:quinone oxidoreductase, FAD binding protein			NC_000913.3	755907	757673	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947936	0	live	glpG	b3424, ECK3410	rhomboid protease GlpG	rhomboid protease GlpG			NC_000913.3	3560622	3561452	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947002	0	live	iscU	b2529, ECK2526, nifU, yfhN	scaffold protein for iron-sulfur cluster assembly	scaffold protein for iron-sulfur cluster assembly			NC_000913.3	2659903	2660289	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944804	0	live	cra	b0080, ECK0081, fruC, fruR, shl	DNA-binding transcriptional dual regulator Cra	DNA-binding transcriptional dual regulator Cra			NC_000913.3	88028	89032	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945455	0	live	dacC	b0839, ECK0829	D-alanyl-D-alanine carboxypeptidase DacC	D-alanyl-D-alanine carboxypeptidase DacC			NC_000913.3	880727	881929	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	949041	0	live	mglB	b2150, ECK2143	D-galactose/methyl-galactoside ABC transporter periplasmic binding protein	D-galactose/methyl-galactoside ABC transporter periplasmic binding protein			NC_000913.3	2239350	2240348	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947894	0	live	trpS	b3384, ECK3371	tryptophan--tRNA ligase	tryptophan--tRNA ligase			NC_000913.3	3512634	3513638	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948890	0	live	holD	b4372, ECK4363	DNA polymerase III subunit psi	DNA polymerase III subunit psi			NC_000913.3	4607803	4608216	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947471	0	live	holE	b1842, ECK1843	DNA polymerase III subunit theta	DNA polymerase III subunit theta			NC_000913.3	1925108	1925338	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944818	0	live	murD	b0088, ECK0089	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase			NC_000913.3	97087	98403	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945019	0	live	dxr	b0173, ECK0172, ispC, yaeM	1-deoxy-D-xylulose 5-phosphate reductoisomerase	1-deoxy-D-xylulose 5-phosphate reductoisomerase			NC_000913.3	193521	194717	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944811	0	live	cfa	b1661, ECK1657, cdfA	cyclopropane fatty acyl phospholipid synthase	cyclopropane fatty acyl phospholipid synthase			NC_000913.3	1741413	1742561	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	949055	0	live	csgA	b1042, ECK1028	curlin, major subunit	curlin, major subunit			NC_000913.3	1104447	1104902	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947816	0	live	rpsJ	b3321, ECK3308, nusE	30S ribosomal subunit protein S10	30S ribosomal subunit protein S10			NC_000913.3	3452959	3453270	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946764	0	live	nuoA	b2288, ECK2282	NADH:quinone oxidoreductase subunit A	NADH:quinone oxidoreductase subunit A			NC_000913.3	2404629	2405072	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948237	0	live	pstS	b3728, ECK3721, R2pho, T, nmpA, phoR2a, phoS	phosphate ABC transporter periplasmic binding protein	phosphate ABC transporter periplasmic binding protein			NC_000913.3	3910485	3911525	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947334	0	live	guaA	b2507, ECK2503	GMP synthetase	GMP synthetase			NC_000913.3	2630958	2632535	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946402	0	live	motB	b1889, ECK1890, flaJ	motility protein B	motility protein B			NC_000913.3	1975329	1976255	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946869	0	live	zipA	b2412, ECK2407	cell division protein ZipA	cell division protein ZipA			NC_000913.3	2530247	2531233	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948522	0	live	metH	b4019, ECK4011	cobalamin-dependent methionine synthase	cobalamin-dependent methionine synthase			NC_000913.3	4223828	4227511	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944939	0	live	rsmA	b0051, ECK0052, ksgA	16S rRNA m(6)2A1518,m(6)2A1519 dimethyltransferase	16S rRNA m(6)2A1518,m(6)2A1519 dimethyltransferase			NC_000913.3	51609	52430	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948103	0	live	selB	b3590, ECK3579, fdhA	selenocysteyl-tRNA-specific translation elongation factor	selenocysteyl-tRNA-specific translation elongation factor			NC_000913.3	3758017	3759861	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946715	0	live	clcA	b0155, ECK0154, eriC, yadQ	chloride:H(+) antiporter ClcA	chloride:H(+) antiporter ClcA			NC_000913.3	175107	176528	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945500	0	live	infA	b0884, ECK0875, bypA1	translation initiation factor IF-1	translation initiation factor IF-1			NC_000913.3	926225	926443	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948435	0	live	metJ	b3938, ECK3930	DNA-binding transcriptional repressor MetJ	DNA-binding transcriptional repressor MetJ			NC_000913.3	4128078	4128395	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944831	0	live	secM	b0097, ECK0098, srrA, yacA	SecA translation regulator	SecA translation regulator			NC_000913.3	107705	108217	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948916	0	live	rob	b4396, ECK4388, cbpB, robA	DNA-binding transcriptional dual regulator Rob	DNA-binding transcriptional dual regulator Rob			NC_000913.3	4634441	4635310	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947549	0	live	relE	b1563, ECK1557	Qin prophage; mRNA interferase toxin RelE	Qin prophage|mRNA interferase toxin RelE			NC_000913.3	1645346	1645633	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948901	0	live	deoA	b4382, ECK4374, TP, tpp, ttg	thymidine phosphorylase	thymidine phosphorylase			NC_000913.3	4618229	4619551	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947454	0	live	ansB	b2957, ECK2952	L-asparaginase 2	L-asparaginase 2			NC_000913.3	3099682	3100728	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944759	0	live	rpsT	b0023, ECK0024, sup(s20), supS, supS20	30S ribosomal subunit protein S20	30S ribosomal subunit protein S20			NC_000913.3	20815	21078	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945442	0	live	flhD	b1892, ECK1893, flbB	DNA-binding transcriptional dual regulator FlhD	DNA-binding transcriptional dual regulator FlhD			NC_000913.3	1977847	1978197	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945510	0	live	mlc	b1594, ECK1589, dgsA	DNA-binding transcriptional repressor Mlc	DNA-binding transcriptional repressor Mlc			NC_000913.3	1667344	1668564	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945939	0	live	tynA	b1386, ECK1383, feaA, maoA	copper-containing amine oxidase	copper-containing amine oxidase			NC_000913.3	1449076	1451349	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948832	0	live	fimB	b4312, ECK4303, pil	regulator for fimA	regulator for fimA			NC_000913.3	4540957	4541559	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	949116	0	live	proS	b0194, ECK0194, drp, drpA	proline--tRNA ligase	proline--tRNA ligase			NC_000913.3	217057	218775	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946802	0	live	gdhA	b1761, ECK1759	glutamate dehydrogenase	glutamate dehydrogenase			NC_000913.3	1842371	1843714	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946321	0	live	murG	b0090, ECK0091	N-acetylglucosaminyl transferase	N-acetylglucosaminyl transferase			NC_000913.3	99644	100711	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945357	0	live	galT	b0758, ECK0747, galB	galactose-1-phosphate uridylyltransferase	galactose-1-phosphate uridylyltransferase			NC_000913.3	789983	791029	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944830	0	live	gcd	b0124, ECK0123	quinoprotein glucose dehydrogenase	quinoprotein glucose dehydrogenase			NC_000913.3	138835	141225	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946820	0	live	fadL	b2344, ECK2338, ttr	long-chain fatty acid outer membrane channel/bacteriophage T2 receptor	long-chain fatty acid outer membrane channel/bacteriophage T2 receptor			NC_000913.3	2461306	2462646	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	2847706	0	live	greB	b3406, ECK3393	transcription elongation factor GreB	transcription elongation factor GreB			NC_000913.3	3536812	3537288	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945605	0	live	aroG	b0754, ECK0743	3-deoxy-7-phosphoheptulonate synthase, Phe-sensitive	3-deoxy-7-phosphoheptulonate synthase, Phe-sensitive			NC_000913.3	785633	786685	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947245	0	live	mazE	b2783, ECK2777, chpAI, chpR	antitoxin of the MazF-MazE toxin-antitoxin system MazE	antitoxin of the MazF-MazE toxin-antitoxin system MazE			NC_000913.3	2911091	2911339	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948836	0	live	fimE	b4313, ECK4304, hyp, pilH	regulator for fimA	regulator for fimA			NC_000913.3	4542037	4542633	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945825	0	live	marR	b1530, ECK1523, cfxB, inaR, soxQ	DNA-binding transcriptional repressor MarR	DNA-binding transcriptional repressor MarR			NC_000913.3	1619120	1619554	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945785	0	live	kdsA	b1215, ECK1203	3-deoxy-D-manno-octulosonate 8-phosphate synthase	3-deoxy-D-manno-octulosonate 8-phosphate synthase			NC_000913.3	1268165	1269019	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946360	0	live	pagP	b0622, ECK0615, crcA, ybeG	Lipid A palmitoyltransferase	Lipid A palmitoyltransferase			NC_000913.3	656557	657117	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948531	0	live	lysC	b4024, ECK4016, apk	aspartate kinase III	aspartate kinase III			NC_000913.3	4231884	4233233	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948838	0	live	fimA	b4314, ECK4305, fimD, pilA	type 1 fimbriae major subunit	type 1 fimbriae major subunit			NC_000913.3	4543115	4543663	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945490	0	live	aat	b0885, ECK0876, ycaA	leucyl/phenylalanyl-tRNA--protein transferase	leucyl/phenylalanyl-tRNA--protein transferase			NC_000913.3	926728	927432	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945787	0	live	pyrC	b1062, ECK1047	dihydroorotase	dihydroorotase			NC_000913.3	1121561	1122607	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	949101	0	live	fliC	b1923, ECK1922, H, flaF, hag	flagellar filament structural protein	flagellar filament structural protein			NC_000913.3	2002110	2003606	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945782	0	live	narG	b1224, ECK1218, chlC, narC	nitrate reductase A subunit alpha	nitrate reductase A subunit alpha			NC_000913.3	1279864	1283607	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947744	0	live	rng	b3247, ECK3235, adhR, cafA, yhdF	RNase G	RNase G			NC_000913.3	3396326	3397795	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946799	0	live	fabB	b2323, ECK2317, fabC	3-oxoacyl-[acyl carrier protein] synthase 1	3-oxoacyl-[acyl carrier protein] synthase 1			NC_000913.3	2440385	2441605	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945376	0	live	bioA	b0774, ECK0763	adenosylmethionine-8-amino-7-oxononanoate aminotransferase	adenosylmethionine-8-amino-7-oxononanoate aminotransferase			NC_000913.3	807968	809257	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944775	0	live	carB	b0033, ECK0034, cap, pyrA	carbamoyl phosphate synthetase subunit beta	carbamoyl phosphate synthetase subunit beta			NC_000913.3	30817	34038	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948607	0	live	dut	b3640, ECK3630, dnaS, sof	dUTP diphosphatase	dUTP diphosphatase			NC_000913.3	3813929	3814387	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948254	0	live	atpH	b3735, ECK3728, papE, uncH	ATP synthase F1 complex subunit delta	ATP synthase F1 complex subunit delta			NC_000913.3	3919870	3920403	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947802	0	live	rpsH	b3306, ECK3293	30S ribosomal subunit protein S8	30S ribosomal subunit protein S8			NC_000913.3	3446153	3446545	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948428	0	live	ftsN	b3933, ECK3925, msgA	cell division protein FtsN	cell division protein FtsN			NC_000913.3	4122380	4123339	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948902	0	live	deoC	b4381, ECK4373, dra, thyR, tlr	deoxyribose-phosphate aldolase	deoxyribose-phosphate aldolase			NC_000913.3	4617323	4618102	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948251	0	live	atpI	b3739, ECK3732, uncI	ATP synthase accessory factor AtpI	ATP synthase accessory factor AtpI			NC_000913.3	3922060	3922440	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948897	0	live	prfC	b4375, ECK4366, miaD, tos	peptide chain release factor RF3	peptide chain release factor RF3			NC_000913.3	4609414	4611003	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945995	0	live	trg	b1421, ECK1415	methyl-accepting chemotaxis protein Trg	methyl-accepting chemotaxis protein Trg			NC_000913.3	1492470	1494110	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947907	0	live	mrcA	b3396, ECK3383, ponA	peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA	peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA			NC_000913.3	3522871	3525423	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947854	0	live	mdh	b3236, ECK3225	malate dehydrogenase	malate dehydrogenase			NC_000913.3	3383330	3384268	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947239	0	live	cysJ	b2764, ECK2759	sulfite reductase, flavoprotein subunit	sulfite reductase, flavoprotein subunit			NC_000913.3	2890099	2891898	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946442	0	live	fliM	b1945, ECK1943, cheC2, fla, flaA, flaAII, flaQ, flaQII	flagellar motor switch protein FliM	flagellar motor switch protein FliM			NC_000913.3	2020087	2021091	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	949122	0	live	mcrB	b4346, ECK4336, rglB	5-methylcytosine-specific restriction enzyme subunit McrB;McrBS	5-methylcytosine-specific restriction enzyme subunit McrB;McrBS			NC_000913.3	4577958	4579337	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947679	0	live	gapA	b1779, ECK1777, gad, gap1	glyceraldehyde-3-phosphate dehydrogenase A	glyceraldehyde-3-phosphate dehydrogenase A			NC_000913.3	1862771	1863766	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947564	0	live	motA	b1890, ECK1891, flaJ	motility protein A	motility protein A			NC_000913.3	1976252	1977139	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948666	0	live	frdB	b4153, ECK4149	fumarate reductase iron-sulfur protein	fumarate reductase iron-sulfur protein			NC_000913.3	4379783	4380517	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946669	0	live	nfo	b2159, ECK2152	endonuclease IV	endonuclease IV			NC_000913.3	2250840	2251697	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946421	0	live	sdiA	b1916, ECK1915	DNA-binding transcriptional dual regulator SdiA	DNA-binding transcriptional dual regulator SdiA			NC_000913.3	1996110	1996832	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947995	0	live	nikR	b3481, ECK3465, yhhG	DNA-binding transcriptional repressor NikR	DNA-binding transcriptional repressor NikR			NC_000913.3	3618588	3618989	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947972	0	live	zntA	b3469, ECK3453, yhhO	Zn(2(+))/Cd(2(+))/Pb(2(+)) exporting P-type ATPase	Zn(2(+))/Cd(2(+))/Pb(2(+)) exporting P-type ATPase			NC_000913.3	3606451	3608649	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945420	0	live	exbB	b3006, ECK2999	Ton complex subunit ExbB	Ton complex subunit ExbB			NC_000913.3	3151250	3151984	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948286	0	live	ilvC	b3774, ECK3766	ketol-acid reductoisomerase (NADP(+))	ketol-acid reductoisomerase (NADP(+))			NC_000913.3	3957970	3959445	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945674	0	live	lacA	b0342, ECK0339	galactoside O-acetyltransferase	galactoside O-acetyltransferase			NC_000913.3	361249	361860	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944849	0	live	lpxA	b0181, ECK0180	acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase			NC_000913.3	202560	203348	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946969	0	live	cysS	b0526, ECK0519, syc	cysteine--tRNA ligase	cysteine--tRNA ligase			NC_000913.3	554611	555996	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947865	0	live	degS	b3235, ECK3224, hhoB, htrH	serine endoprotease	serine endoprotease			NC_000913.3	3382200	3383267	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945011	0	live	lptD	b0054, ECK0055, imp, ostA, yabG	lipopolysaccharide assembly protein LptD	lipopolysaccharide assembly protein LptD			NC_000913.3	54755	57109	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945004	0	live	pal	b0741, ECK0730, excC	peptidoglycan-associated outer membrane lipoprotein Pal	peptidoglycan-associated outer membrane lipoprotein Pal			NC_000913.3	779067	779588	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945316	0	live	sdhC	b0721, ECK0710, cybA, cybL, dhsC	succinate:quinone oxidoreductase, membrane protein SdhC	succinate:quinone oxidoreductase, membrane protein SdhC			NC_000913.3	755177	755566	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945322	0	live	sdhD	b0722, ECK0711, cybS, dhsD	succinate:quinone oxidoreductase, membrane protein SdhD	succinate:quinone oxidoreductase, membrane protein SdhD			NC_000913.3	755560	755907	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	947846	0	live	rpsG	b3341, ECK3328	30S ribosomal subunit protein S7	30S ribosomal subunit protein S7			NC_000913.3	3473542	3474081	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948987	0	live	udp	b3831, ECK3825	uridine phosphorylase	uridine phosphorylase			NC_000913.3	4016431	4017192	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948792	0	live	folK	b0142, ECK0141	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase			NC_000913.3	157253	157732	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948542	0	live	mtn	b0159, ECK0158, mtnN, pfs, yadA	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase			NC_000913.3	178455	179153	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945788	0	live	narX	b1222, ECK1216, frd1, frdR, narR	sensory histidine kinase NarX	sensory histidine kinase NarX			NC_000913.3	1275822	1277618	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	2847761	0	live	ryhB	b4451, ECK3426, IS176, psrA18, sraI	ncRNA				NC_000913.3	3580922	3581016	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948323	0	live	metE	b3829, ECK3823, metB12	cobalamin-independent homocysteine transmethylase	cobalamin-independent homocysteine transmethylase			NC_000913.3	4013053	4015314	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	944777	0	live	ispH	b0029, ECK0030, lytB, yaaE	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase			NC_000913.3	26277	27227	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	946209	0	live	ppsA	b1702, ECK1700, pps	phosphoenolpyruvate synthetase	phosphoenolpyruvate synthetase			NC_000913.3	1784734	1787112	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945808	0	live	narI	b1227, ECK1221, chlI	nitrate reductase A subunit gamma	nitrate reductase A subunit gamma			NC_000913.3	1285849	1286526	plus	0		
511145	Escherichia coli str. K-12 substr. MG1655	945032	0	live	eno	b2779, ECK2773	enolase	enolase			NC_000913.3	2906643	2907941	minus	0		
511145	Escherichia coli str. K-12 substr. MG1655	948222	0	live	mnmE	b3706, ECK3699, thdF, trmE	5-carboxymethylaminomethyluridine-tRNA synthase GTPase subunit	5-carboxymethylaminomethyluridine-tRNA synthase GTPase subunit			NC_000913.3	3886828	3888192	plus	0		
