gene_ID,type,gene_symbol,start,stop,description,,,
ECB_01227,cds,yciA,1309442,1309840,predicted hydrolase,,,
ECB_01228,cds,ispZ,1309945,1310484,intracellular septation protein A,,,
ECB_01229,cds,yciC,1310514,1311257,hypothetical protein,,,
ECB_01230,cds,yciD,1311614,1312252,outer membrane protein W,,,
ECB_01231,cds,yciE,1312312,1312818,hypothetical protein,,,
ECB_01232,cds,yciF,1312864,1313364,hypothetical protein,,,
ECB_01233,cds,yciG,1313450,1313629,hypothetical protein,,,
ECB_01234,cds,trpA,1314010,1314816,tryptophan synthase subunit alpha,,,
ECB_01235,cds,trpB,1314816,1316009,tryptophan synthase subunit beta,,,
ECB_01236,cds,trpC,1316021,1317379,bifunctional indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase,,,
ECB_01237,cds,trpD,1317383,1318978,bifunctional indole-3-glycerol-phosphate synthase/anthranilate phosphoribosyltransferase,,,
ECB_01238,cds,trpE,1318978,1320540,anthranilate synthase component I,,,
ECB_01239,cds,trpL,1320632,1320676,trp operon leader peptide,,,
ECB_01240,cds,yciV,1320814,1321695,hypothetical protein,,,
ECB_01241,cds,yciO,1321692,1322312,hypothetical protein,,,
ECB_01243,cds,insA-11,1322776,1323051,IS1 protein InsA,,,
ECB_01244,cds,insB-11,1322970,1323473,IS1 protein InsA,,,
ECB_01245,cds,yciL,1325224,1326099,23S rRNA pseudouridylate synthase,,,
ECB_01246,cds,btuR,1326139,1326729,"cob(I)yrinic acid a,c-diamide adenosyltransferase",,,
ECB_01247,cds,yciK,1326726,1327484,short chain dehydrogenase,,,
ECB_01248,cds,sohB,1327704,1328753,predicted inner membrane peptidase,,,
ECB_01249,cds,yciN,1328789,1329040,hypothetical protein,,,
ECB_01250,cds,topA,1329420,1332017,DNA topoisomerase I,,,
ECB_01251,cds,cysB,1332227,1333201,"DNA-binding transcriptional dual regulator, O-acetyl-L-serine-binding",,,
EBG00001040643,ncrna,STnc180,1333871,1334073,,,,
ECB_01253,cds,acnA,1334203,1336878,aconitate hydratase,,,
ECB_01254,cds,ribA,1336942,1337532,GTP cyclohydrolase II protein,,,
ECB_01255,cds,pgpB,1337702,1338466,phosphatidylglycerophosphatase B,,,
ECB_01256,cds,yciS,1338615,1338923,conserved inner membrane protein,,,
ECB_01257,cds,yciM,1338930,1340099,hypothetical protein,,,
ECB_01258,cds,pyrF,1340292,1341029,orotidine 5'-phosphate decarboxylase,,,
ECB_01259,cds,yciH,1341029,1341355,translation intiation factor Sui1,,,
ECB_01260,cds,osmB,1341481,1341699,lipoprotein,,,
ECB_01261,cds,yciT,1341968,1342717,predicted DNA-binding transcriptional regulator,,,
ECB_01262,cds,yciR,1343127,1345112,modulator of Rnase II stability,,,
ECB_01263,cds,rnb,1345347,1347281,exoribonuclease II,,,
ECB_01264,cds,yciW,1347349,1348476,predicted oxidoreductase,,,
ECB_01265,cds,fabI,1348620,1349408,enoyl-(acyl carrier protein) reductase,,,
ECB_01266,cds,ycjD,1349776,1350129,hypothetical protein,,,
ECB_01267,cds,sapF,1350197,1351003,predicted antimicrobial peptide transporter subunit,,,
ECB_01268,cds,sapD,1351005,1351997,predicted antimicrobial peptide transporter subunit,,,
ECB_01269,cds,sapC,1351997,1352887,predicted antimicrobial peptide transporter subunit,,,
ECB_01270,cds,sapB,1352874,1353839,predicted antimicrobial peptide transporter subunit,,,
ECB_01271,cds,sapA,1353836,1355479,predicted antimicrobial peptide transporter subunit,,,
ECB_01272,cds,ymjA,1355791,1356036,hypothetical protein,,,
ECB_01273,cds,ycjJ,1356170,1357555,putrescine importer,,,
ECB_01274,cds,ycjK,1357858,1359276,gamma-Glu-putrescine synthase,,,
ECB_01275,cds,ycjL,1359488,1360252,gamma-Glu-GABA hydrolase,,,
ECB_01276,cds,ycjC,1360279,1360836,DNA-binding transcriptional repressor,,,
ECB_01277,cds,aldH,1361111,1362598,"gamma-Glu-gamma-aminobutyraldehyde dehydrogenase, NAD(P)H-dependent",,,
ECB_01278,cds,ordL,1362600,1363880,"gamma-Glu-putrescine oxidase, FAD/NAD(P)-binding",,,
ECB_01279,cds,goaG,1363918,1365183,"GABA aminotransferase, PLP-dependent",,,
ECB_01280,cds,pspF,1365303,1366280,DNA-binding transcriptional activator,,,
ECB_01281,cds,pspA,1366447,1367115,regulatory protein for phage-shock-protein operon,,,
ECB_01282,cds,pspB,1367169,1367393,phage shock protein B,,,
ECB_01283,cds,pspC,1367393,1367752,DNA-binding transcriptional activator,,,
ECB_01284,cds,pspD,1367761,1367982,peripheral inner membrane phage-shock protein,,,
ECB_01285,cds,pspE,1368057,1368371,thiosulfate,,,
ECB_01286,cds,ycjM,1368584,1370263,predicted glucosyltransferase,,,
ECB_01287,cds,ycjN,1370277,1371569,predicted sugar transporter subunit,,,
ECB_01288,cds,ycjO,1371590,1372471,predicted sugar transporter subunit,,,
ECB_01289,cds,ycjP,1372458,1373300,predicted sugar transporter subunit,,,
ECB_01290,cds,ycjQ,1373331,1374383,"predicted oxidoreductase, Zn-dependent and NAD(P)-binding",,,
ECB_01291,cds,ycjR,1374402,1375190,predicted enzyme,,,
ECB_01292,cds,ycjS,1375200,1376255,"predicted oxidoreductase, NADH-binding",,,
ECB_01293,cds,ycjT,1376252,1378519,predicted hydrolase,,,
ECB_01294,cds,ycjU,1378516,1379175,predicted beta-phosphoglucomutase,,,
ECB_01295,cds,ycjV,1379189,1380271,putative sugar transport protein,,,
ECB_01296,cds,ompG,1380316,1381221,outer membrane porin,,,
ECB_01297,cds,ycjW,1381332,1382330,predicted DNA-binding transcriptional regulator,,,
ECB_01298,cds,ycjX,1382486,1383883,conserved hypothetical protein with nucleoside triphosphate hydrolase domain,,,
ECB_01299,cds,ycjF,1383880,1384941,hypothetical protein,,,
ECB_01300,cds,tyrR,1385089,1386630,"DNA-binding transcriptional dual regulator, tyrosine-binding",,,
ECB_01301,cds,tpx,1386674,1387180,thiol peroxidase,,,
ECB_01302,cds,ycjG,1387299,1388264,L-Ala-D/L-Glu epimerase,,,
ECB_01303,cds,ycjI,1388239,1389027,murein peptide amidase A,,,
ECB_01305,cds,ycjY,1389302,1390234,predicted hydrolase,,,
ECB_01306,cds,ycjZ,1390360,1391259,predicted DNA-binding transcriptional regulator,,,
ECB_01307,cds,mppA,1391596,1393209,murein tripeptide (L-ala-gamma-D-glutamyl-meso-DAP) transporter subunit,,,
ECB_01308,cds,ynaI,1393260,1394291,conserved inner membrane protein,,,
ECB_01309,cds,ynaJ,1394535,1394792,predicted inner membrane protein,,,
ECB_01310,cds,ydaA,1394842,1395792,stress-induced protein,,,
ECB_01311,cds,fnr,1395944,1396696,"DNA-binding transcriptional dual regulator, global regulator of anaerobic growth",,,
ECB_01312,cds,ogt,1396891,1397406,O-6-alkylguanine-DNA,,,
ECB_01313,cds,abgT,1397417,1398943,predicted cryptic aminobenzoyl-glutamate transporter,,,
ECB_01314,cds,abgB,1398980,1400425,"predicted peptidase, aminobenzoyl-glutamate utilization protein",,,
ECB_01315,cds,abgA,1400425,1401735,"predicted peptidase, aminobenzoyl-glutamate utilization protein",,,
ECB_01316,cds,abgR,1401911,1402819,predicted DNA-binding transcriptional regulator,,,
EBG00001040714,ncrna,IS061,1402800,1402979,,,,
ECB_01317,cds,ydaL,1403149,1403712,hypothetical protein,,,
ECB_01318,cds,ydaM,1403733,1404965,"predicted diguanylate cyclase, GGDEF domain signalling protein",,,
ECB_01319,cds,ydaN,1405220,1406203,zinc transporter,,,
EBG00001040570,ncrna,frnS,1406299,1406416,,,,
ECB_01320,cds,dbpA,1406681,1408054,"ATP-dependent RNA helicase, specific for 23S rRNA",,,
ECB_01321,cds,ydaO,1408183,1409118,predicted C32 tRNA thiolase,,,
ECB_01322,cds,intR,1409170,1410405,integrase,,,
ECB_01323,cds,xisR,1410407,1410622,conserved hypothetical protein,,,
ECB_01324,cds,ydaC,1410701,1410910,predicted protein,,,
ECB_01325,cds,lar,1410903,1411097,restriction alleviation protein,,,
ECB_01326,cds,recT,1411154,1411963,recombination and repair protein,,,
ECB_01327,cds,recE,1411956,1414556,"exonuclease VIII, 5'-> 3' specific dsDNA exonuclease",,,
ECB_01328,cds,racC,1414658,1414933,predicted protein,,,
ECB_01329,cds,ydaE,1415008,1415178,conserved hypothetical protein,,,
ECB_01330,cds,kil,1415178,1415399,"inhibitor of ftsZ, killing protein",,,
ECB_01331,cds,sieB,1415841,1416329,phage superinfection exclusion protein,,,
ECB_01332,cds,ydaF,1416326,1416481,predicted protein,,,
ECB_01333,cds,ydaG,1416492,1416626,predicted protein,,,
ECB_01334,cds,,1416700,1416837,putative Lysozyme,,,
ECB_01335,cds,,1416842,1417186,conserved hypothetical protein,,,
ECB_01336,cds,,1417152,1417424,conserved hypothetical protein,,,
ECB_01337,cds,ydfQ-1,1417530,1418063,predicted lysozyme,,,
ECB_01338,cds,rzpR,1418225,1418524,predicted defective peptidase,,,
ECB_01339,cds,trkG,1418662,1420119,potassium transporter subunit,,,
ECB_01340,cds,ynaK,1420257,1420688,conserved hypothetical protein,,,
ECB_01341,cds,,1420721,1421557,hypothetical protein,,,
ECB_01342,cds,,1421656,1423881,conserved hypothetical protein,,,
ECB_01343,cds,,1423878,1424156,conserved hypothetical protein,,,
ECB_01344,cds,,1424169,1424462,conserved hypothetical protein,,,
ECB_01345,cds,pinR,1424690,1425280,predicted site-specific recombinase,,,
ECB_01346,cds,ynaE,1425597,1425863,predicted DNA-binding transcriptional regulator,,,
ECB_01347,cds,ynaF,1426791,1427225,"stress-induced protein, ATP-binding protein",,,
ECB_01348,cds,ompN,1427366,1428499,"outer membrane pore protein N, non-specific",,,
EBG00001040561,ncrna,MicC,1428724,1428844,,,,
ECB_01349,cds,ydbK,1428866,1432390,fused predicted pyruvate-flavodoxin oxidoreductase,,,
ECB_01350,cds,ydbJ,1432664,1432930,hypothetical protein,,,
ECB_01351,cds,hslJ,1432927,1433349,heat-inducible protein,,,
ECB_01352,cds,ldhA,1433460,1434449,D-lactate dehydrogenase,,,
ECB_01353,cds,ydbH,1434657,1437296,hypothetical protein,,,
ECB_01354,cds,ynbE,1437293,1437478,predicted lipoprotein,,,
ECB_01355,cds,ydbL,1437486,1437812,hypothetical protein,,,
ECB_01356,cds,feaR,1437984,1438889,DNA-binding transcriptional dual regulator,,,
ECB_01357,cds,feaB,1439125,1440624,phenylacetaldehyde dehydrogenase,,,
ECB_01358,cds,tynA,1440683,1442401,"tyramine oxidase, copper-requiring",,,
ECB_01359,cds,insE-2,1442692,1443000,putative transposase-related protein,,,
ECB_01360,cds,insF-2,1442997,1443863,IS3 element protein InsF,,,
ECB_01361,cds,ydbC,1443881,1444414,"predicted oxidoreductase, NAD(P)-binding",,,
ECB_01362,cds,ydbD,1444478,1446784,hypothetical protein,,,
ECB_01363,cds,ynbA,1446955,1447560,predicted inner membrane protein,,,
ECB_01364,cds,ynbB,1447560,1448456,predicted CDP-diglyceride synthase,,,
ECB_01365,cds,ynbC,1448472,1450229,predicted hydrolase,,,
ECB_01366,cds,ynbD,1450243,1451535,"predicted phosphatase, inner membrane protein",,,
ECB_01367,cds,acpD,1451586,1452191,acyl carrier protein phosphodiesterase,,,
ECB_01368,cds,hrpA,1452449,1456294,ATP-dependent helicase,,,
ECB_01369,cds,ydcF,1456566,1457366,hypothetical protein,,,
ECB_01370,cds,aldA,1457563,1459002,"aldehyde dehydrogenase A, NAD-linked",,,
ECB_01371,cds,gapC,1459044,1460045,glyceraldehyde-3-phosphate dehydrogenase,,,
ECB_01372,cds,insA-12,1460215,1460490,IS1 protein InsA,,,
ECB_01373,cds,insB-12,1460409,1460912,IS1 protein InsB,,,
ECB_01374,cds,cybB,1461011,1461541,cytochrome b561,,,
EBG00001040652,ncrna,RydC,1461552,1461615,,,,
ECB_01375,cds,ydcA,1461786,1461959,hypothetical protein,,,
ECB_01376,cds,hokB,1462031,1462180,"toxic polypeptide, small",,,
ECB_01377,cds,mokB,1462071,1462238,regulatory peptide,,,
EBG00001040716,ncrna,sok,1462175,1462326,,,,
ECB_01378,cds,trg,1462579,1464219,"methyl-accepting chemotaxis protein III, ribose and galactose sensor receptor",,,
ECB_01379,cds,ydcI,1464257,1465180,predicted DNA-binding transcriptional regulator,,,
ECB_01380,cds,ydcJ,1465397,1466740,hypothetical protein,,,
ECB_01381,cds,ydcG,1466995,1468620,"glucan biosynthesis protein, periplasmic",,,
ECB_01382,cds,,1468541,1468744,hypothetical protein,,,
ECB_01383,cds,ydcH,1468760,1468984,hypothetical protein,,,
ECB_01384,cds,rimL,1469047,1469586,ribosomal-protein-L7/L12-serine acetyltransferase,,,
ECB_01385,cds,ydcK,1469578,1470558,predicted enzyme,,,
ECB_01386,cds,tehA,1470682,1471674,potassium-tellurite ethidium and proflavin transporter,,,
ECB_01387,cds,tehB,1471671,1472264,predicted S-adenosyl-L-methionine-dependent methyltransferase,,,
ECB_01388,cds,ydcL,1472567,1473235,predicted lipoprotein,,,
ECB_01390,cds,ydcM,1473767,1474975,predicted transposase,,,
ECB_01391,cds,ydcO,1475015,1476190,predicted benzoate transporter,,,
ECB_01392,cds,ydcN,1476282,1476818,predicted DNA-binding transcriptional regulator,,,
ECB_01393,cds,ydcP,1476891,1478852,predicted peptidase,,,
ECB_01394,cds,yncJ,1478944,1479174,hypothetical protein,,,
ECB_01395,cds,ydcQ,1479597,1480034,predicted DNA-binding transcriptional regulator,,,
ECB_01396,cds,ydcR,1480113,1481519,fused predicted DNA-binding transcriptional regulator/predicted amino transferase,,,
ECB_01397,cds,ydcS,1481764,1482909,predicted spermidine/putrescine transporter subunit,,,
ECB_01398,cds,ydcT,1482927,1483940,predicted spermidine/putrescine transporter subunit,,,
ECB_01399,cds,ydcU,1483941,1484882,predicted spermidine/putrescine transporter subunit,,,
ECB_01400,cds,ydcV,1484872,1485666,predicted spermidine/putrescine transporter subunit,,,
ECB_01401,cds,ydcW,1485688,1487112,medium chain aldehyde dehydrogenase,,,
ECB_01402,cds,ydcX,1487499,1487672,predicted inner membrane protein,,,
ECB_01403,cds,ydcY,1487758,1487991,hypothetical protein,,,
ECB_01404,cds,ydcZ,1487992,1488441,predicted inner membrane protein,,,
ECB_01405,cds,yncA,1488438,1488956,predicted acyltransferase with acyl-CoA N-acyltransferase domain,,,
ECB_01406,cds,yncB,1489137,1490174,"predicted oxidoreductase, Zn-dependent and NAD(P)-binding",,,
ECB_01407,cds,yncC,1490372,1491037,predicted DNA-binding transcriptional regulator,,,
ECB_01408,cds,yncD,1491073,1493175,predicted iron outer membrane transporter,,,
ECB_01409,cds,yncE,1493417,1494478,hypothetical protein,,,
ECB_01410,cds,ansP,1494593,1496092,L-asparagine transporter,,,
ECB_01411,cds,yncG,1496359,1496976,predicted enzyme,,,
ECB_01412,cds,yncH,1497052,1497264,hypothetical protein,,,
ECB_01413,cds,,1498084,1500210,conserved hypothetical protein,,,
ECB_01414,cds,rhsE,1500277,1504500,rhsE element core protein RshE,,,
ECB_01415,cds,ydcD,1504484,1504966,hypothetical protein,,,
ECB_01416,cds,,1505148,1505894,hypothetical protein,,,
ECB_01417,cds,,1505938,1506138,hypothetical protein,,,
ECB_01418,cds,ydcC,1506378,1507169,hypothetical protein,,,
ECB_01419,cds,ydcE,1507202,1507429,4-oxalocrotonate tautomerase,,,
ECB_01420,cds,yddH,1507433,1508002,hypothetical protein,,,
ECB_01421,cds,nhoA,1508175,1509020,N-hydroxyarylamine O-acetyltransferase,,,
ECB_01423,cds,narV,1510088,1510768,"nitrate reductase 2 (NRZ), gamma subunit",,,
ECB_01424,cds,narW,1510765,1511460,"nitrate reductase 2 (NRZ), delta subunit (assembly subunit)",,,
ECB_01425,cds,narY,1511460,1513004,"nitrate reductase 2 (NRZ), beta subunit",,,
ECB_01426,cds,narZ,1513001,1516741,"nitrate reductase 2 (NRZ), alpha subunit",,,
ECB_01427,cds,narU,1516823,1518211,nitrate/nitrite transporter,,,
ECB_01428,cds,yddJ,1518535,1518870,hypothetical protein,,,
ECB_01429,cds,yddK,1518909,1519865,hypothetical protein,,,
ECB_01430,cds,yddL,1519889,1520179,predicted lipoprotein,,,
ECB_01431,cds,yddG,1520438,1521262,predicted methyl viologen efflux pump,,,
ECB_01432,cds,fdnG,1521551,1524598,"formate dehydrogenase-N, alpha subunit, nitrate-inducible",,,
ECB_01433,cds,fdnH,1524611,1525495,"formate dehydrogenase-N, Fe-S (beta) subunit, nitrate-inducible",,,
ECB_01434,cds,fdnI,1525488,1526141,"formate dehydrogenase-N, cytochrome B556 (gamma) subunit, nitrate-inducible",,,
ECB_01435,cds,yddM,1526336,1526698,predicted DNA-binding transcriptional regulator,,,
ECB_01436,cds,adhP,1526766,1527776,alcohol dehydrogenase,,,
ECB_01437,cds,sfcA,1527910,1529607,"malate dehydrogenase, (decarboxylating, NAD-requiring) (malic enzyme)",,,
ECB_01438,cds,rpsV,1529764,1529901,30S ribosomal subunit protein S22,,,
ECB_01439,cds,bdm,1530003,1530218,biofilm-dependent modulation protein,,,
ECB_01440,cds,osmC,1530563,1530994,"osmotically inducible, stress-inducible membrane protein",,,
ECB_01441,cds,yddO,1531050,1531976,D-ala-D-ala transporter subunit,,,
ECB_01442,cds,yddP,1531969,1532955,D-ala-D-ala transporter subunit,,,
ECB_01443,cds,yddQ,1532952,1533848,D-ala-D-ala transporter subunit,,,
ECB_01444,cds,yddR,1533845,1534867,D-ala-D-ala transporter subunit,,,
ECB_01445,cds,yddS,1534869,1536419,D-ala-D-a la transporter subunit,,,
ECB_01446,cds,ddpX,1536433,1537014,"D-ala-D-ala dipeptidase, Zn-dependent",,,
ECB_01447,cds,dos,1537272,1539671,"cAMP phosphodiesterase, heme-regulated",,,
ECB_01448,cds,yddV,1539696,1540739,predicted diguanylate cyclase,,,
ECB_01449,cds,yddW,1541455,1542774,predicted liprotein,,,
ECB_01450,cds,xasA,1542905,1544440,predicted glutamate,,,
ECB_01451,cds,gadB,1544596,1545996,"glutamate decarboxylase B, PLP-dependent",,,
ECB_01452,cds,pqqL,1546358,1549153,predicted peptidase,,,
ECB_01453,cds,yddB,1549198,1551570,predicted porin protein,,,
ECB_01454,cds,yddA,1551608,1553293,fused predicted multidrug transporter subunits of ABC superfamily,,,
ECB_01455,cds,ydeM,1553584,1554741,hypothetical protein,,,
ECB_01456,cds,ydeN,1554793,1556475,hypothetical protein,,,
ECB_01457,cds,ydeO,1556877,1557638,predicted DNA-binding transcriptional acfivator,,,
ECB_01458,cds,,1557713,1557910,hypothetical protein,,,
ECB_01459,cds,ydeP,1558158,1560437,predicted oxidoreductase,,,
ECB_01460,cds,ydeQ,1560771,1561685,predicted fimbrial-like adhesin protein,,,
ECB_01461,cds,ydeR,1561744,1562247,predicted fimbrial-like adhesin protein,,,
ECB_01462,cds,ydeS,1562260,1562790,predicted fimbrial-like adhesin protein,,,
ECB_01463,cds,ydeT,1562804,1563952,hypothetical protein,,,
ECB_01468,cds,yneL,1566567,1567103,predicted transcriptional regulator,,,
ECB_01469,cds,hipA,1567421,1568743,regulator with hipB,,,
ECB_01470,cds,hipB,1568743,1569009,DNA-binding transcriptional regulator,,,
ECB_01472,cds,ydeZ,1570787,1571584,AI2 transporter,,,
ECB_01473,cds,yneA,1571596,1572618,AI2 transporter,,,
ECB_01474,cds,yneB,1572645,1573520,hypothetical protein,,,
ECB_01475,cds,yneC,1573544,1573834,autoinducer-2 (AI-2) modifying protein LsrG,,,
ECB_01476,cds,tam,1573891,1574649,trans-aconitate 2-methyltransferase,,,
ECB_01477,cds,yneE,1574653,1575567,conserved inner membrane protein,,,
ECB_01478,cds,uxaB,1575774,1577225,tagaturonate reductase,,,
ECB_01479,cds,yneF,1577452,1578399,predicted diguanylate cyclase,,,
ECB_01480,cds,yneG,1579009,1579368,hypothetical protein,,,
ECB_01481,cds,yneH,1579368,1580294,predicted glutaminase,,,
ECB_01482,cds,yneI,1580358,1581746,predicted aldehyde dehydrogenase,,,
ECB_01483,cds,yneJ,1581847,1582728,predicted DNA-binding transcriptional regulator,,,
ECB_01484,cds,yneK,1582806,1583921,hypothetical protein,,,
ECB_01485,cds,sotB,1584071,1585261,sugar efflux transporter,,,
ECB_01486,cds,marC,1585286,1585951,predicted transporter,,,
ECB_01487,cds,,1586072,1586356,phage N15 gp48-like protein,,,
ECB_01488,cds,,1586346,1586666,putative phage protein,,,
ECB_01489,cds,marR,1586886,1587320,DNA-binding transcriptional repressor of multiple antibiotic resistance,,,
ECB_01490,cds,marA,1587340,1587723,DNA-binding transcriptional dual activator of multiple antibiotic resistance,,,
ECB_01491,cds,marB,1587755,1587973,hypothetical protein,,,
ECB_01492,cds,eamA,1588004,1588903,cysteine and O-acetyl-L-serine efflux system,,,
ECB_01493,cds,ydeE,1589098,1590285,predicted transporter,,,
EBG00001040535,ncrna,STnc560,1590501,1590714,,,,
ECB_01494,cds,ydeH,1590726,1591616,hypothetical protein,,,
ECB_01495,cds,ydeI,1591871,1592263,hypothetical protein,,,
ECB_01496,cds,ydeJ,1592539,1593057,competence damage-inducible protein A,,,
ECB_01497,cds,dcp,1593101,1595146,dipeptidyl carboxypeptidase II,,,
ECB_01498,cds,ydfG,1595283,1596029,"L-allo-threonine dehydrogenase, NAD(P)-binding",,,
ECB_01499,cds,ydfH,1596118,1596804,predicted DNA-binding transcriptional regulator,,,
ECB_01500,cds,ydfZ,1596981,1597184,hypothetical protein,,,
ECB_01501,cds,ydfI,1597220,1598680,predicted mannonate dehydrogenase,,,
ECB_01502,cds,ydfJ,1598769,1600052,predicted transporter,,,
ECB_01503,cds,ydfK,1600805,1601071,predicted DNA-binding transcriptional regulator,,,
ECB_01504,cds,pinQ,1601387,1601977,predicted site-specific recombinase,,,
ECB_01505,cds,,1602205,1602498,conserved hypothetical protein,,,
ECB_01506,cds,,1602509,1603213,conserved hypothetical protein,,,
ECB_01507,cds,,1603223,1603504,conserved hypothetical protein,,,
ECB_01508,cds,stfR,1603504,1605882,predicted tail fiber protein,,,
ECB_01509,cds,lomR,1605947,1606546,predicted protein,,,
ECB_01510,cds,,1606613,1607932,putative tail component of prophage,,,
ECB_01511,cds,insE-3,1607973,1608281,putative transposase-related protein,,,
ECB_01512,cds,insF-3,1608278,1609144,putative transposase for IS3,,,
ECB_01513,cds,ybcW,1609298,1609504,predicted protein,,,
ECB_01514,cds,gnsB,1609800,1609973,predicted protein,,,
ECB_01515,cds,ynfN,1610146,1610301,predicted protein,,,
ECB_01516,cds,,1610449,1610703,putative cold-shock protein,,,
ECB_01517,cds,cspI,1610648,1610860,cold shock protein,,,
ECB_01518,cds,ydfP,1611224,1611721,conserved hypothetical protein,,,
ECB_01519,cds,ydfQ-2,1611718,1612251,predicted lysozyme,,,
ECB_01520,cds,ydfR,1612573,1613124,predicted protein,,,
ECB_01521,cds,essQ,1613129,1613344,predicted S lysis protein,,,
ECB_01522,cds,,1613535,1614248,putative AraC-type regulatory protein encoded in prophage,,,
ECB_01523,cds,,1614655,1615377,putative pathogenicity island protein,,,
ECB_01524,cds,insE-4,1615527,1615835,putative transposase-related protein,,,
ECB_01525,cds,insF-4,1615832,1616698,putative transposase for IS3,,,
ECB_01527,cds,,1617068,1617592,putative lipoprotein,,,
ECB_01528,cds,,1617748,1618128,antitermination protein Q-like protein,,,
ECB_01529,cds,ydfU,1618143,1618721,predicted protein,,,
ECB_01530,cds,,1618795,1619073,conserved hypothetical protein,,,
ECB_01531,cds,rem,1619140,1619391,predicted protein,,,
ECB_01532,cds,hokD,1619608,1619763,small toxic polypeptide,,,
EBG00001040523,ncrna,sok,1619758,1619932,,,,
ECB_01533,cds,,1619975,1620064,conserved hypothetical protein,,,
ECB_01534,cds,,1620376,1621155,conserved hypothetical protein,,,
ECB_01535,cds,,1621325,1621747,conserved hypothetical protein,,,
ECB_01536,cds,,1621788,1622807,conserved hypothetical protein,,,
ECB_01537,cds,ydfX,1622734,1623195,predicted protein,,,
ECB_01538,cds,dicC,1623239,1623469,transcriptional repressor of cell division inhibition protein,,,
ECB_01539,cds,,1623547,1623954,prophage CP-9330 DicA-like protein,,,
ECB_01540,cds,,1624069,1624275,conserved hypothetical protein,,,
ECB_01541,cds,,1624287,1624652,hypothetical protein,,,
ECB_01542,cds,,1624621,1624908,hypothetical protein,,,
EBG00001040656,ncrna,DicF,1625098,1625149,,,,
ECB_01543,cds,dicB,1625324,1625512,cell division inhibition protein,,,
ECB_01544,cds,ydfD,1625509,1625700,predicted protein,,,
ECB_01545,cds,ydfE,1625794,1628265,predicted protein,,,
ECB_01546,cds,,1628338,1628589,Excisionase,,,
ECB_01549,cds,rspB,1630091,1631110,"predicted oxidoreductase, Zn-dependent and NAD(P)-binding",,,
ECB_01550,cds,rspA,1631122,1632336,predicted dehydratase,,,
ECB_01551,cds,ynfA,1632542,1632868,hypothetical protein,,,
ECB_01552,cds,ynfB,1633003,1633344,hypothetical protein,,,
ECB_01553,cds,speG,1633379,1633939,spermidine N1-acetyltransferase,,,
ECB_01554,cds,ynfC,1633942,1634652,hypothetical protein,,,
ECB_01555,cds,ynfD,1634760,1635065,hypothetical protein,,,
ECB_01556,cds,ynfE,1635264,1637690,oxidoreductase subunit,,,
ECB_01557,cds,ynfF,1637751,1640174,oxidoreductase subunit,,,
ECB_01558,cds,ynfG,1640185,1640802,"oxidoreductase, Fe-S subunit",,,
ECB_01559,cds,ynfH,1640804,1641658,"oxidoreductase, membrane subunit",,,
ECB_01560,cds,ynfI,1641701,1642315,twin-argninine leader-binding protein for DmsA and TorA,,,
ECB_01561,cds,ynfJ,1642510,1643766,putative voltage-gated ClC-type chloride channel ClcB,,,
ECB_01562,cds,ynfK,1643719,1644414,predicted dethiobiotin synthetase,,,
ECB_01563,cds,mlc,1644539,1645759,DNA-binding transcriptional repressor,,,
ECB_01564,cds,ynfL,1645894,1646787,predicted DNA-binding transcriptional regulator,,,
ECB_01565,cds,ynfM,1646894,1648147,predicted transporter,,,
ECB_01566,cds,asr,1648571,1648879,acid shock protein precursor,,,
ECB_01567,cds,ydgD,1649155,1649976,predicted peptidase,,,
ECB_01568,cds,ydgE,1650015,1650344,multidrug efflux system transporter,,,
ECB_01569,cds,ydgF,1650331,1650696,multidrug efflux system transporter,,,
ECB_01570,cds,ydgG,1651108,1652142,predicted inner membrane protein,,,
ECB_01571,cds,pntB,1652167,1653555,pyridine nucleotide transhydrogenase,,,
ECB_01572,cds,pntA,1653566,1655098,NAD(P) transhydrogenase subunit alpha,,,
ECB_01573,cds,ydgH,1655622,1656566,hypothetical protein,,,
ECB_01574,cds,ydgI,1656752,1658134,predicted arginine/ornithine antiporter transporter,,,
ECB_01575,cds,ydgB,1658171,1658893,short chain dehydrogenase,,,
ECB_01576,cds,ydgC,1658890,1659225,conserved inner membrane protein associated with alginate biosynthesis,,,
ECB_01577,cds,rstA,1659345,1660073,DNA-binding response regulator in two-component regulatory system with RstB,,,
ECB_01578,cds,rstB,1660077,1661378,sensory histidine kinase in two-component regulatory system with RstA,,,
ECB_01579,cds,tus,1661454,1662383,DNA replication terminus site-binding protein,,,
ECB_01580,cds,fumC,1662380,1663783,fumarate hydratase,,,
ECB_01581,cds,fumA,1663926,1665572,"fumarate hydratase (fumarase A), aerobic Class I",,,
ECB_01582,cds,manA,1665771,1666946,mannose-6-phosphate isomerase,,,
ECB_01583,cds,ydgA,1667047,1668555,hypothetical protein,,,
ECB_01584,cds,uidC,1668781,1670046,predicted outer membrane porin protein,,,
ECB_01585,cds,uidB,1670085,1671458,glucuronide transporter,,,
ECB_01586,cds,uidA,1671455,1673266,beta-D-glucuronidase,,,
ECB_01587,cds,uidR,1673657,1674247,DNA-binding transcriptional repressor,,,
ECB_01588,cds,hdhA,1674468,1675235,7-alpha-hydroxysteroid dehydrogenase,,,
